prob_0,prob_1,prob_2,prob_3,prob_4,participant_id
0.12443456053733826,0.09049157649278641,0.07187989130616187,0.13924890905618667,0.5739450573921203,1005
0.07847656980156899,0.4863030016422272,0.38091270327568055,0.048997845500707626,0.005309905391186476,197
0.14274184703826903,0.10845833420753478,0.05310021936893463,0.3581898808479309,0.3375096917152405,2343
0.5720306038856506,0.36436976194381715,0.041582097113132474,0.01726799188181758,0.0047494882950559255,1709
0.15711849629879,0.11105265021324158,0.06922656148672104,0.06219533756375313,0.6004069566726684,436
0.1031604140996933,0.07553045749664307,0.5202899277210236,0.2865613728761673,0.014457855746150017,322
0.17868914008140563,0.09853586554527283,0.06180828958749771,0.12626363337039948,0.5347030758857727,1473
0.11901622861623765,0.1449710264801979,0.2551016449928284,0.39861524701118467,0.08229585587978364,1704
0.09306539744138717,0.04701745361089706,0.06939132958650589,0.7057552218437195,0.08477059006690979,901
0.17030949592590333,0.10124014467000961,0.04899338781833649,0.06763578429818154,0.611821174621582,1058
0.07519866898655891,0.04371423572301865,0.23599261939525604,0.615007197856903,0.03008728288114071,2214
0.19477464854717255,0.08025174587965012,0.05987122654914856,0.07606146857142448,0.5890409231185914,576
0.13028353303670884,0.5540821075439453,0.2649974346160889,0.041513406485319135,0.009123530238866806,1164
0.10225852578878403,0.10271141827106475,0.5460837960243226,0.233415088057518,0.015531165339052678,2315
0.09859661012887955,0.1721268355846405,0.5783688127994537,0.13618677109479904,0.014720968529582023,612
0.17649487257003785,0.08125861063599586,0.07428634464740753,0.07587779685854912,0.5920823812484741,433
0.25149216055870055,0.16494722068309783,0.02608707956969738,0.04523691162467003,0.5122365891933441,1736
0.144148850440979,0.1010839283466339,0.06477566361427307,0.1658861055970192,0.5241054356098175,1135
0.1206801787018776,0.08478286266326904,0.08213722705841064,0.4177509367465973,0.2946487903594971,1992
0.09034940600395203,0.11617428511381149,0.5333390235900879,0.24263265430927278,0.017504646629095077,651
0.1626669943332672,0.0380599670112133,0.13450921773910524,0.6084975123405456,0.056266357004642484,2103
0.14937709867954255,0.11691154390573502,0.057459575682878496,0.1410851776599884,0.535166609287262,1564
0.14384987205266953,0.13328665643930435,0.051589468866586684,0.29492220282554626,0.37635178565979005,2027
0.28593695163726807,0.5457955360412597,0.131162591278553,0.027879590168595314,0.009225315228104592,135
0.20820915848016738,0.09851657897233963,0.049272491782903674,0.3326525717973709,0.3113492071628571,2154
0.1461534857749939,0.09774691015481948,0.09176613688468933,0.0850130446255207,0.5793204188346863,1360
0.12794266641139984,0.16153622418642044,0.05827075093984604,0.2421313852071762,0.41011897921562196,941
0.08043448179960251,0.06036331057548523,0.4223247289657593,0.4157738447189331,0.021103623881936075,1558
0.1484079748392105,0.11622479707002639,0.08811110332608223,0.43187915682792666,0.21537697315216064,977
0.15319465100765228,0.1245670884847641,0.05169421061873436,0.3316389888525009,0.3389050781726837,1193
0.2097931206226349,0.08966251686215401,0.060547251254320145,0.37891829311847686,0.26107879877090456,1138
0.29632742404937745,0.05048172101378441,0.03554242253303528,0.04999934136867523,0.5676490902900696,446
0.08911432921886445,0.36923313736915586,0.46622965335845945,0.06748758554458618,0.007935304660350084,343
0.3211938560009003,0.4116726487874985,0.20154953002929688,0.04354163482785225,0.02204230586066842,260
0.15508830100297927,0.14895776361227037,0.06760859712958336,0.1088766410946846,0.5194686949253082,1761
0.17478537261486055,0.12354744076728821,0.06971790120005608,0.31127904951572416,0.32067024111747744,1654
0.2554488152265549,0.5579156219959259,0.15143215507268906,0.02652631774544716,0.008677077945321798,354
0.08904180377721786,0.44321501851081846,0.40215495228767395,0.05808436721563339,0.007503876741975546,2278
0.3780249208211899,0.47030372023582456,0.11283269226551056,0.026108887605369092,0.012729785405099392,566
0.179642915725708,0.08528670817613601,0.05585180148482323,0.06793081164360046,0.6112877607345581,1897
0.05872204527258873,0.1301530569791794,0.6130499720573426,0.18649332523345946,0.01158162858337164,2378
0.33474154472351075,0.5572135388851166,0.07917481064796447,0.022494849190115927,0.006375247030518949,1114
0.1293556809425354,0.12039428800344468,0.07272394523024558,0.10569103956222534,0.5718350410461426,255
0.09050511866807938,0.050814945995807645,0.15126816034317017,0.6360491514205933,0.07136264592409133,431
0.17191520929336548,0.07410203218460083,0.05694984570145607,0.09481416344642639,0.602218747138977,799
0.09367011338472367,0.09943610951304435,0.547693395614624,0.24555854499340057,0.013641838170588016,1162
0.18343086540699005,0.4276332914829254,0.3247754156589508,0.05055776238441467,0.013602657429873943,1661
0.13985415995121003,0.10882447957992554,0.06684584021568299,0.06790637075901032,0.6165691137313842,472
0.08313798755407334,0.17312176674604415,0.6047296404838562,0.13007663637399675,0.00893395971506834,2292
0.4906229853630066,0.07964700609445571,0.030484529212117195,0.08085463494062424,0.3183908313512802,1104
0.11222540140151978,0.572996175289154,0.272077876329422,0.03650409355759621,0.006196442386135459,916
0.15250461995601655,0.5443974256515502,0.25749817192554475,0.03659505099058151,0.009004732314497232,230
0.16432037055492402,0.08515751212835312,0.0753801055252552,0.130362805724144,0.5447792291641236,1643
0.13036361932754517,0.11769338846206664,0.06301558241248131,0.06662410646677017,0.6223032832145691,57
0.17812648117542268,0.08839810341596603,0.0724387712776661,0.2939617186784744,0.36707491874694825,2224
0.4944677591323853,0.4223805606365204,0.057129254937171935,0.019739204458892344,0.006283205933868885,966
0.07733218371868134,0.06551183611154557,0.41065516471862795,0.42275688648223875,0.02374390624463558,2312
0.17442850172519683,0.6467561244964599,0.14793530404567717,0.025637495890259744,0.005242565460503101,2359
0.1568703055381775,0.0721359446644783,0.062329564988613126,0.10650850161910057,0.6021556377410888,529
0.2880299240350723,0.0806697964668274,0.08699721544981003,0.4003947347402573,0.14390830248594283,2108
0.2924743264913559,0.16028642207384108,0.030948059633374214,0.1700933575630188,0.3461978256702423,2181
0.17529381960630416,0.10156590789556504,0.10119155049324036,0.21204735338687897,0.4099013447761536,1106
0.1371821090579033,0.057740628719329834,0.18501616567373275,0.5796117186546326,0.040449373051524164,2166
0.17550073862075805,0.11313099414110184,0.05577085316181183,0.1430726557970047,0.5125247657299041,1250
0.2537992835044861,0.09964719116687774,0.03146137408912182,0.06732900738716126,0.5477631270885468,1579
0.11881469637155533,0.0462340235710144,0.16961019933223725,0.6296043038368225,0.03573676869273186,2030
0.6953463912010193,0.2665341466665268,0.023222478665411474,0.011522266361862422,0.0033747200621291997,2268
0.06209125816822052,0.1369239754974842,0.6146938443183899,0.17513104975223542,0.011159858573228121,686
0.20889391899108886,0.11122375428676605,0.03355804607272148,0.057672104239463805,0.5886521577835083,1776
0.5562650084495544,0.3749503791332245,0.044357961416244505,0.018851961940526962,0.005574713554233312,180
0.5644654870033264,0.3702185332775116,0.04201655425131321,0.017229067347943782,0.006070321169681847,112
0.2227429687976837,0.09130125045776367,0.04497036039829254,0.07570246160030365,0.5652829527854919,1743
